source,target
88630,88630
55864,55864
55865,55865
121403,121403
88636,88636
23103,23103
23104,23104
76234,76234
55875,55875
23110,23110
23110,30269
23110,58517
55881,55881
88652,88652
88654,88654
121424,121424
55895,55895
88664,88664
121436,121436
121438,121438
55906,55906
23140,23140
121446,121446
88680,88680
121448,121448
55915,55915
55919,55919
88688,88688
23154,23154
88691,88691
23156,23156
88692,88692
121460,121460
88693,88693
88698,88698
23164,23164
55933,55933
88702,88702
121470,24556
121470,61525
121470,121470
121472,121472
121471,121471
55937,55937
23166,23166
23172,23172
55941,55941
121480,121480
23179,23179
88717,88717
121486,121486
121489,121489
55955,55955
23187,23187
88729,88729
121500,121500
121501,24556
121501,60032
121501,121501
55967,55967
88736,88736
88738,88738
55972,24556
55972,55972
134870,134870
121511,121511
88745,88745
88749,88749
121521,60032
121521,121521
121522,24556
121522,61525
121522,121522
55987,55987
121523,121523
88758,88758
88759,88759
121528,121528
121531,121531
88764,88764
23229,23229
55998,55998
121536,121536
121538,121538
23235,23235
88771,88771
56003,56003
121543,121543
56007,56007
88776,88776
121547,121547
88783,88783
23248,23248
121554,121554
88788,88788
121558,121558
88791,88791
88791,141841
56024,56024
23257,23257
88794,88794
121566,121566
23265,23265
88801,88801
88803,88803
88804,88804
121574,121574
56041,56041
23273,23273
56044,56044
23277,23277
23277,60032
56046,56046
121584,121584
121585,121585
56048,56048
23282,23282
121587,121587
56050,56050
121593,121593
56058,56058
56058,61525
121594,121594
88829,88829
121598,121598
121602,121602
56067,56067
121604,121604
23302,23302
121606,121606
23303,23303
88839,88839
121610,121610
121612,121612
121617,121617
23314,23314
88850,88850
121620,121620
88852,88852
56086,56086
56087,56087
88855,88855
88853,88853
23325,23325
56096,56096
88864,88864
56098,56098
88865,88865
88868,88868
56102,56102
121640,121640
88873,88873
23338,23338
121643,121643
88876,88876
56108,56108
88878,88878
23342,23342
121645,121645
56122,56122
23354,23354
121661,121661
56126,56126
23362,23362
56138,56138
56138,61525
88906,88906
121678,121678
88910,88910
88911,88911
88913,88913
56144,56144
88915,88915
56143,56143
23379,23379
23379,26569
23382,23382
121687,121687
23384,23384
23384,24556
121689,121689
121690,121690
88920,88920
23385,23385
121693,121693
56157,56157
121695,121695
56160,56160
88929,88929
88930,88930
121699,121699
121701,121701
23397,23397
23399,23399
121703,121703
56169,56169
23401,23401
121702,121702
56172,56172
56177,56177
56177,60032
56184,56184
88953,88953
88955,88955
23419,23419
23421,23421
56191,56191
121728,121728
56193,56193
88966,88966
56199,56199
121738,121738
121742,121742
56207,56207
88978,88978
23443,23443
23443,24556
56212,56212
56212,60032
56211,56211
88984,88984
121754,121754
56220,56220
56221,56221
23455,23455
23455,24556
23455,61525
23458,23458
23458,30528
23458,60032
56226,56226
23459,23459
121764,121764
88997,60032
88997,88997
23462,23462
121766,121766
88999,88999
121763,121763
56234,56234
56235,56235
56235,61525
89006,89006
121776,121776
121781,121781
23480,23480
56249,56249
121788,121788
23486,23486
23488,23488
23490,23490
89027,89027
121797,121797
56264,56264
89035,89035
23499,23499
121805,121805
56270,56270
23501,23501
23507,23507
56276,56276
89043,89043
23508,23508
121811,121811
121816,121816
23513,23513
56278,56278
23515,23515
56284,56284
56291,56291
89064,89064
23531,23531
23532,23532
121838,121838
89073,89073
56306,56306
23539,23539
56311,56311
121851,121851
121852,60032
121852,121852
56315,56315
56319,56319
121855,121855
56321,56321
56324,24556
56324,56324
121860,121860
121861,121861
121865,121865
121866,121866
89099,24556
89099,89099
121868,121868
121869,121869
89101,89101
89103,60032
89103,89103
121867,121867
56337,56337
121874,121874
56336,56336
141456,141456
89113,60032
89113,89113
121882,121882
56346,56346
56346,60032
121881,121881
121885,121885
89118,24556
89118,89118
121887,121887
23588,23588
89125,89125
121894,121894
89127,89127
89128,89128
23591,23591
23592,23592
23592,60032
23595,23595
23595,61525
56361,56361
121900,121900
23598,23598
121904,121904
23603,23603
121908,121908
56373,56373
56381,56381
89150,89150
56384,56384
89156,89156
89157,24556
89157,61525
89157,89157
23621,23621
23624,23624
89164,89164
56398,56398
89167,89167
23630,23630
56401,56401
121935,121935
121938,121938
89172,24556
89172,89172
56405,56405
121944,121944
121946,60032
121946,121946
121947,121947
56412,56412
121948,121948
121950,121950
89183,89183
121952,121952
23648,23648
89184,89184
23642,23642
121956,121956
121957,121957
23654,23654
56422,56422
56424,56424
56425,56425
56423,56423
56427,56427
11214,11214
23661,23661
56429,56429
56430,56430
23666,23666
89203,89203
56436,56436
89204,89204
56441,56441
56447,56447
89217,61525
89217,89217
23683,23683
89220,89220
56452,56452
56456,56456
56457,56457
23691,23691
56461,56461
56464,56464
89232,89232
122002,122002
56466,56466
23700,23700
89235,89235
56469,56469
56470,56470
89239,60032
89239,89239
122007,60032
122007,122007
122009,61525
122009,122009
23704,23704
23704,60032
23707,23707
23707,61525
56475,56475
23709,23709
56478,56478
23710,23710
89248,89248
122015,122015
56489,56489
56490,56490
56491,56491
89261,89261
23730,23730
23730,24556
89268,89268
23732,23732
122038,122038
122040,122040
122041,122041
89275,89275
23743,23743
23743,141841
56523,56523
122060,122060
89295,89295
122064,122064
89296,89296
56530,56530
122067,122067
56533,56533
56535,56535
122074,122074
89308,24556
89308,61525
89308,89308
23774,23774
56545,56545
56545,141841
23778,23778
56547,56547
23780,23780
23781,23781
56551,56551
23784,23784
23785,23785
89320,89320
89328,89328
89333,89333
89334,89334
122104,122104
89339,89339
89345,24556
89345,89345
56580,56580
122116,122116
23817,23817
23817,141841
89353,89353
89355,89355
56587,56587
56591,56591
23824,23824
23825,23825
89364,61525
89364,89364
122133,24556
122133,122133
89371,89371
69867,69867
89375,89375
89378,89378
56610,56610
89384,89384
23852,23852
89389,89389
122158,24753
122158,27517
122158,27646
122158,27886
122158,29270
122158,29722
122158,31636
122158,62112
122158,93165
122158,95123
122158,122158
122158,124182
122159,122159
56626,56626
23859,23859
23859,60032
89396,89396
89398,60032
89398,89398
122168,24556
122168,61525
122168,122168
56632,56632
122169,122169
56637,56637
89408,89408
56640,56640
56642,56642
23874,23874
89412,89412
89416,89416
89418,89418
23886,23886
89425,89425
56658,56658
56658,128850
56658,129235
122196,122196
56661,56661
122198,122198
23895,23895
122202,122202
56667,56667
122210,122210
23907,23907
23908,23908
23913,23913
23913,61525
122218,122218
122221,122221
89453,89453
23919,23919
89457,89457
122226,122226
56691,56691
89461,89461
89462,89462
89464,89464
89465,89465
23931,23931
122236,122236
56701,56701
122235,122235
122239,24556
122239,122239
23935,23935
89472,89472
56706,56706
23938,23938
89470,89470
23942,23942
56711,56711
23946,23946
135018,135018
89487,89487
89488,27592
89488,89488
23957,23957
23957,61525
56726,56726
23961,23961
122268,122268
23966,23966
122272,122272
122273,122273
122274,122274
56739,56739
89509,89509
56742,56742
23975,23975
56745,56745
23982,23982
122286,122286
122287,122287
23985,23985
23985,60032
23987,23987
56756,56756
89525,89525
108974,108974
56759,56759
56761,56761
56762,56762
122300,122300
122301,122301
56766,56766
122303,122303
89538,89538
56771,56771
89542,89542
24007,24007
89544,89544
122315,122315
122321,122321
24017,24017
24017,141841
56785,56785
56789,56789
24022,24022
24024,24024
122329,24556
122329,122329
24026,24026
24029,24029
24031,24031
24033,24033
24033,60032
56802,56802
122338,122338
122340,24556
122340,122340
122341,122341
122342,122342
122345,122345
56813,56813
56814,56814
56814,60032
24047,24047
24050,24050
122360,122360
56825,56825
89594,24556
89594,89594
56828,56828
122365,122365
122367,122367
56835,56835
122371,122371
89603,89603
89606,89606
89608,89608
56844,56844
24084,24084
122389,122389
24086,24086
56855,56855
122392,122392
122391,122391
89631,89631
24100,24100
89642,89642
56879,56879
122415,122415
24113,24113
122421,122421
122422,122422
56887,56887
56887,60032
24118,24118
89657,89657
24119,24119
24119,60032
89659,89659
56892,56892
122431,122431
122434,122434
56899,56899
122438,122438
122439,122439
56903,56903
89671,89671
24139,24139
24140,24140
89675,89675
122446,122446
24143,24143
89684,89684
24149,24149
89689,89689
122459,122459
56924,56924
122461,122461
86927,86927
122464,24556
122464,122464
122465,122465
24162,24162
56928,56928
89700,89700
24164,24164
89702,89702
122470,122470
122472,122472
89707,60032
89707,89707
24171,24171
56941,56941
122477,122477
24175,24175
122479,122479
89715,89715
24179,24179
89717,89717
56950,56950
89718,89718
122488,27592
122488,122488
24186,24186
89725,89725
24193,24193
24194,24194
24195,24195
56964,56964
56964,60032
122503,122503
56968,56968
56967,56967
89738,89738
24205,24205
24207,24207
89744,24556
89744,89744
24208,24208
122513,122513
56981,56981
122521,122521
89754,60032
89754,89754
89755,89755
89756,89756
122527,122527
89762,89762
24227,24227
24227,60032
56995,56995
24230,24230
24230,60032
56999,56999
57000,57000
24232,24232
89770,24556
89770,89770
57002,57002
89772,89772
57005,57005
24238,24238
122543,122543
122539,122539
24241,24241
24243,24243
89780,89780
24245,24245
122550,122550
122552,122552
122553,122553
89790,89790
57025,57025
89795,89795
24260,24260
89798,89798
89802,89802
89803,60032
89803,89803
24268,24268
57038,57038
57038,61525
24271,24271
122576,122576
89810,89810
24274,24274
24276,24276
89812,89812
89815,89815
57052,57052
89822,89822
122593,122593
89826,89826
89827,89827
24297,24297
57067,57067
122605,122605
24304,24304
57079,57079
89848,89848
89849,89849
57081,57081
24321,24321
24322,24322
89859,24556
89859,89859
122628,122628
122632,122632
24328,24328
57098,24556
57098,57098
122635,122635
122636,122636
57101,57101
122638,122638
24334,24334
24337,24337
57106,57106
122643,24556
122643,122643
89876,89876
122644,122644
57111,57111
57111,60032
89886,89886
89889,89889
57122,57122
57126,57126
24364,24364
24368,24368
122672,122672
89907,89907
89911,89911
24376,24376
122681,122681
24375,24375
24379,24379
24383,24383
24383,60032
122688,122688
122692,122692
122693,122693
57158,57158
89925,89925
122696,122696
24388,24388
122701,122701
89934,89934
24398,24398
57167,57167
57172,57172
89941,89941
122711,122711
57176,57176
57177,57177
57175,57175
122718,122718
24415,24415
122720,122720
122723,122723
24419,24419
57189,57189
122726,122726
24427,24427
24427,60032
89969,89969
57201,57201
24438,24438
24440,24440
89976,89976
24443,24443
89980,89980
24445,24445
57213,57213
24448,24448
122753,122753
89985,89985
24452,24452
122758,122758
89991,89991
24456,24456
122765,122765
122767,122767
122768,122768
90000,90000
90005,90005
122779,122779
24478,24478
24481,24481
24482,24482
57250,57250
90021,90021
24488,24488
90027,90027
57259,57259
57262,57262
122798,122798
122799,122799
24495,24495
24499,24499
90035,90035
57269,57269
90038,90038
57271,57271
24503,24503
122810,122810
122814,122814
122821,122821
90055,61525
90055,90055
24520,24520
24520,60032
90059,90059
57292,57292
122832,122832
57296,57296
24531,24531
57303,57303
57310,57310
122849,122849
57314,57314
24548,24548
57318,57318
122855,122855
90090,90090
57323,57323
24556,24556
24556,24676
24556,24742
24556,24814
24556,25032
24556,25622
24556,25762
24556,25877
24556,25913
24556,26062
24556,26768
24556,26923
24556,26974
24556,27010
24556,27440
24556,28091
24556,28307
24556,28316
24556,28525
24556,28683
24556,28715
24556,28898
24556,29068
24556,29627
24556,30010
24556,30021
24556,30523
24556,31008
24556,31095
24556,32352
24556,32475
24556,32635
24556,57598
24556,59066
24556,59155
24556,59356
24556,59753
24556,59935
24556,59999
24556,60206
24556,60697
24556,60966
24556,61027
24556,61423
24556,61519
24556,61977
24556,62067
24556,62214
24556,62358
24556,62574
24556,63323
24556,64042
24556,64080
24556,64519
24556,64747
24556,64875
24556,65197
24556,65212
24556,65428
24556,90169
24556,90180
24556,90316
24556,90477
24556,90620
24556,90791
24556,91502
24556,91682
24556,92144
24556,92308
24556,92344
24556,92653
24556,92919
24556,93217
24556,93366
24556,93769
24556,94248
24556,94638
24556,94863
24556,95127
24556,95522
24556,95685
24556,95923
24556,96191
24556,96232
24556,96285
24556,97026
24556,97123
24556,98010
24556,123010
24556,123030
24556,123437
24556,123800
24556,124347
24556,124629
24556,124786
24556,124847
24556,125889
24556,126608
24556,126789
24556,127822
24556,127833
24556,127844
24556,128268
24556,128547
24556,129133
24556,129823
24556,129975
24556,130380
24556,130383
24556,130396
24556,130454
24556,130509
24556,130527
24556,130702
24556,130786
24556,130876
24556,130922
57328,57328
90098,90098
122867,122867
122869,122869
90103,90103
57335,57335
24570,24570
57339,57339
24572,24572
122876,122876
90108,90108
122879,122879
90112,61525
90112,90112
90114,90114
24580,24580
24580,31212
90117,90117
24583,24583
57352,57352
57359,57359
57360,57360
90129,90129
24594,24594
24595,24595
90127,90127
57363,57363
57367,57367
57371,57371
24605,24605
122910,122910
90145,90145
122914,122914
57382,57382
57383,57383
57383,60032
24621,24621
122927,122927
57394,57394
122931,122931
122934,122934
90169,90169
90170,90170
24633,24633
57404,57404
90176,90176
24641,24641
24642,24642
24642,141841
24643,24643
90180,90180
122948,122948
122946,122946
24647,24647
57416,57416
24650,24650
122955,122955
24652,24652
122957,122957
122956,122956
24655,24655
90192,90192
57422,57422
122963,122963
24666,24666
122975,122975
24671,24671
24676,24676
24677,24677
122982,122982
122983,122983
90218,90218
57452,57452
90221,90221
57455,57455
24689,24689
24691,24691
122997,122997
90230,90230
122999,122999
24693,24693
57462,57462
24698,24698
57472,57472
123010,123010
123011,123011
90242,90242
57478,57478
90250,90250
57483,57483
123022,123022
24720,24720
123030,61525
123030,123030
24726,24726
24731,24731
24732,24732
90274,90274
24739,24739
123044,123044
24741,24741
24742,24742
123048,123048
24744,24744
90286,90286
24753,24753
57521,57521
123057,123057
90294,90294
90297,90297
24762,24762
24767,24767
123074,123074
57539,57539
24772,24772
57542,57542
57546,57546
123083,123083
90316,90316
57549,57549
24779,24779
123087,123087
24784,24784
123088,60032
123088,123088
24786,24786
57553,57553
57553,60032
24791,24791
57561,57561
123100,123100
90337,90337
123110,123110
24809,24809
90345,90345
24814,24814
123122,123122
90357,90357
57590,57590
24824,24824
24824,61525
24825,24825
123128,123128
57594,57594
123133,123133
57598,57598
90366,90366
90368,90368
90367,90367
123138,123138
57603,57603
57602,57602
57606,57606
57613,57613
90384,90384
123153,123153
123159,123159
57626,57626
24862,24862
57633,57633
57636,57636
90404,90404
24870,24870
123176,123176
123179,123179
90412,90412
57647,57647
24882,24882
123186,123186
57652,57652
57653,57653
57654,57654
90420,90420
90425,60032
90425,90425
123194,123194
24891,24891
90427,90427
24890,24890
90429,90429
123199,123199
123201,123201
90435,90435
90437,90437
90439,90439
90441,90441
24908,24908
90444,90444
90445,90445
57679,57679
57681,57681
90450,90450
123220,123220
24917,24917
24916,24916
123224,123224
90457,90457
24922,24922
24921,24921
90460,90460
123236,123236
24933,24933
90470,90470
90468,90468
90473,90473
57706,57706
24938,24938
90475,90475
90477,90477
90479,90479
90480,90480
24945,24945
24946,24946
24946,26569
24948,24948
24949,24949
90488,90488
24952,24952
24952,60032
57722,57722
57724,57724
24957,24957
24957,60032
90495,90495
57728,57728
57729,57729
24959,24959
90497,90497
90500,60032
90500,90500
24965,24965
24965,60032
90503,90503
24968,24968
24968,61525
57736,57736
24970,24970
123271,123271
24979,24979
57751,57751
57752,57752
24984,24984
90520,90520
57755,57755
57756,57756
24989,24989
57757,57757
24991,24991
123295,123295
90529,90529
57762,57762
24994,24994
90523,90523
24997,24997
90534,90534
57765,57765
25000,25000
90530,90530
25002,25002
90539,90539
90540,90540
25004,25004
123307,123307
57775,57775
57773,57773
90545,90545
123314,123314
25011,25011
90552,90552
57786,57786
25020,25020
57788,57788
57788,60032
90558,90558
90559,90559
25025,25025
90562,90562
123331,123331
57798,57798
25031,25031
25032,25032
25032,61525
90570,90570
90571,90571
90573,90573
25038,25038
123342,123342
90576,90576
123347,123347
123350,123350
123351,123351
25049,25049
123354,123354
90588,90588
90589,90589
25056,25056
90592,90592
90594,90594
123365,123365
57831,57831
123368,123368
25063,25063
25067,25067
25068,25068
25069,25069
25071,25071
57840,57840
57842,57842
123380,123380
123382,123382
25078,25078
25078,60032
90617,90617
123386,123386
90620,90620
57854,57854
123391,123391
25088,25088
57858,57858
90629,90629
25098,25098
25104,25104
90642,90642
57877,57877
90649,60032
90649,90649
123418,123418
57887,57887
57887,61525
90655,90655
25120,25120
25119,25119
25127,25127
123437,61525
123437,123437
57903,57903
25136,25136
57904,57904
123442,123442
123444,123444
25142,25142
57911,57911
123448,123448
123452,123452
123454,123454
90687,90687
90688,90688
90690,90690
123459,123459
90694,90694
25163,25163
90700,90700
123470,123470
123472,123472
90706,90706
123479,123479
90711,90711
90712,90712
25179,25179
123484,123484
57948,57948
57950,57950
123485,123485
90721,60032
90721,90721
123490,60032
123490,61525
123490,123490
123491,123491
90725,90725
90726,90726
123493,123493
123496,123496
25193,25193
57963,57963
123502,123502
90735,90735
57969,57969
90739,60032
90739,90739
123509,123509
57974,57974
123511,123511
25205,25205
123514,123514
25210,25210
57980,57980
123516,123516
57984,57984
57985,57985
90755,90755
57988,57988
90758,90758
123527,123527
123530,123530
90763,90763
123532,61525
123532,123532
25231,25231
25233,25233
123538,60032
123538,123538
90774,90774
123543,123543
90777,90777
123548,123548
58012,58012
25245,25245
58015,58015
90784,90784
123554,123554
90791,90791
90792,90792
58025,58025
58026,58026
123566,123566
90800,90800
90802,90802
25267,25267
58035,58035
90806,90806
25278,25278
123583,123583
90816,90816
25281,25281
58046,58046
90819,90819
25284,25284
25285,25285
123590,123590
25288,25288
25288,61525
25289,25289
25291,25291
25292,25292
123595,123595
123596,123596
123603,123603
58075,58075
123613,123613
58081,58081
123620,123620
58086,58086
90858,90858
123626,123626
123631,123631
123632,123632
58099,58099
123638,123638
25334,25334
90871,90871
25340,25340
90876,90876
25342,25342
123649,123649
90882,90882
123651,123651
90886,90886
58119,58119
25352,25352
123655,123655
58122,58122
25356,25356
25357,25357
25358,25358
123663,123663
123664,123664
25360,25360
90899,90899
58132,58132
58131,58131
58137,58137
90906,90906
123675,123675
58141,58141
90916,90916
90923,90923
25394,25394
25394,60032
123700,123700
25397,25397
25399,25399
90936,90936
25402,25402
90945,90945
58180,58180
25414,25414
58183,58183
90953,90953
123722,123722
123722,141841
90955,90955
90958,90958
123727,123727
58196,58196
25429,25429
58198,58198
123736,61525
123736,123736
58201,58201
123738,123738
123740,123740
58204,58204
123744,123744
90978,90978
123748,123748
25447,25447
58219,58219
123756,123756
90990,90990
58224,58224
58225,58225
25457,25457
123763,123763
90997,90997
25469,25469
37628,37628
91016,91016
58249,58249
91022,91022
91023,91023
58256,58256
18092,18092
25492,25492
123798,123798
123800,123800
58266,58266
91035,91035
25501,25501
25501,60032
58274,58274
91043,91043
123810,123810
37634,37634
25510,25510
123815,123815
141841,25529
141841,26477
141841,26580
141841,27289
141841,27580
141841,27868
141841,28044
141841,28307
141841,28393
141841,28903
141841,29048
141841,29208
141841,29367
141841,29992
141841,30188
141841,30660
141841,58592
141841,58628
141841,59164
141841,60804
141841,64482
141841,92058
141841,92413
141841,96233
141841,97105
141841,127631
141841,141841
123818,123818
25517,25517
91055,91055
25520,25520
58296,58296
25529,25529
123833,123833
123835,123835
123838,123838
25534,25534
91070,91070
25543,25543
25546,25546
91085,91085
58319,58319
123856,123856
123855,123855
25552,25552
91094,91094
91096,91096
91097,91097
123864,123864
91100,91100
123869,123869
25566,25566
25567,25567
91102,91102
91104,91104
58333,58333
25572,25572
25573,25573
58342,58342
91111,91111
123881,123881
58347,58347
25585,25585
58353,58353
123893,123893
58357,58357
91125,91125
91128,91128
123898,123898
91132,91132
58365,58365
58365,60032
91135,91135
25601,25601
58372,58372
91141,91141
123913,123913
58379,58379
25612,25612
25614,25614
25617,25617
25618,25618
123924,123924
58389,58389
25622,25622
25624,25624
25624,60032
91161,91161
25626,25626
91163,91163
123931,123931
58400,58400
123936,123936
123941,123941
91175,91175
123948,123948
91181,61525
91181,91181
91182,91182
58417,58417
123953,123953
25649,25649
25652,25652
91188,91188
91191,91191
91193,91193
91194,91194
91196,91196
123966,123966
58434,58434
58435,58435
25669,25669
91208,91208
91211,91211
123990,123990
58454,31212
58454,58454
25690,25690
91228,91228
25693,25693
91230,91230
25692,25692
58465,58465
91234,91234
58466,58466
25700,25700
58469,58469
58467,58467
124007,124007
124006,124006
124012,124012
25708,25708
124015,124015
58480,58480
25714,25714
58489,58489
124025,124025
25725,25725
25725,60032
25725,61050
91263,91263
25730,25730
58499,58499
124036,124036
25732,25732
58502,58502
124038,124038
58507,58507
124045,124045
58510,58510
58511,58511
124049,124049
25747,25747
25748,25748
25748,61525
91285,91285
25750,25750
58519,58519
58517,58517
124057,124057
124058,124058
58525,58525
124065,124065
25762,25762
25762,61525
25761,25761
25761,60032
91301,91301
91302,91302
25768,25768
25770,25770
58544,58544
58547,58547
91318,91318
58551,58551
58550,58550
124090,124090
124091,124091
58559,30528
58559,58559
124096,124096
25792,25792
91330,91330
91331,91331
91332,91332
91333,91333
58566,58566
58561,58561
124104,60032
124104,124104
58570,58570
124106,124106
124108,124108
25806,25806
91344,91344
124118,124118
50721,50721
50721,60032
25817,25817
25817,60032
58585,58585
91356,91356
25821,25821
91359,91359
58592,58592
25826,25826
91369,91369
124137,124137
124139,124139
124142,124142
25839,25839
25839,61525
58609,58609
58609,60032
124145,124145
91380,91380
25844,25844
58615,58615
58618,58618
58623,58623
91393,60032
91393,91393
25859,25859
58628,58628
58631,58631
58632,58632
124170,124170
91403,91403
25872,25872
58640,58640
58641,58641
25877,25877
124182,124182
58647,58647
25881,25881
58651,58651
25883,25883
58653,58653
124190,124190
25889,25889
25889,60032
58659,58659
25895,25895
91433,91433
58666,58666
124203,124203
25899,25899
58665,58665
58670,58670
91438,91438
25904,25904
124210,124210
91443,91443
91445,91445
25913,25913
58682,58682
124218,60032
124218,124218
124217,124217
25917,25917
58685,58685
58687,58687
124223,124223
25922,25922
124227,124227
58692,58692
124229,124229
25928,25928
124234,124234
25931,25931
91468,91468
58701,58701
25934,25934
58703,58703
124243,124243
91475,91475
124244,124244
91485,91485
124255,124255
25956,25956
91492,91492
124262,124262
91495,91495
115879,115879
91497,91497
91499,91499
25964,25964
91501,91501
91502,91502
124271,124271
91503,91503
124268,124268
25970,25970
58739,58739
25972,25972
58740,58740
91507,91507
25968,25968
25976,25976
91513,91513
25979,25979
58747,58747
124284,124284
58750,58750
58751,58751
91517,91517
25980,25980
25980,26569
124289,61525
124289,124289
58753,58753
124290,124290
25988,25988
124293,124293
124294,124294
58757,58757
91527,91527
124299,124299
25996,25996
58764,58764
25998,25998
91535,91535
91537,91537
26002,26002
26004,26004
58775,58775
58777,58777
58778,58778
58780,58780
91553,91553
91558,91558
26023,26023
26025,26025
26027,26027
124334,124334
124337,124337
91574,91574
58807,58807
124344,124344
26040,26040
124342,124342
124347,124347
124348,124348
26041,26041
91579,91579
26047,26047
26051,26051
58821,58821
58822,58822
124359,124359
58824,58824
58824,61525
124362,124362
26059,26059
124364,124364
26062,26062
26063,26063
91599,91599
58832,58832
91602,91602
91605,91605
26071,26071
26079,26079
91616,91616
26085,26085
91621,91621
58855,58855
26088,26088
26089,26089
124400,124400
26096,26096
91639,91639
26104,26104
26104,26569
58871,58871
26108,26108
124413,124413
124415,124415
124416,124416
26112,26112
26112,60032
91650,91650
26117,26117
124423,124423
26119,26119
124425,124425
124428,124428
124429,124429
124431,124431
124432,124432
26127,26127
58898,58898
58895,58895
26129,26129
124437,124437
58902,58902
58902,61525
91671,91671
58900,58900
58905,58905
26137,26137
91678,91678
91682,91682
124450,124450
26146,26146
91686,91686
58924,58924
124462,124462
91696,91696
58929,58929
26164,26164
91701,91701
26166,26166
124473,124473
124475,124475
91708,91708
26173,26173
91712,91712
26178,26178
91715,91715
91722,91722
26186,26186
58956,58956
91723,91723
124492,124492
58960,58960
91728,91728
26194,26194
58962,58962
26198,26198
124503,124503
26202,26202
26205,26205
91751,91751
124523,124523
124524,124524
58992,58992
124529,124529
58994,58994
91761,91761
124532,124532
124531,124531
26228,26228
58999,58999
59004,59004
91772,91772
91774,91774
124544,124544
124546,124546
59012,59012
91783,91783
124553,124553
59019,59019
91787,91787
26253,26253
91789,91789
91792,91792
124560,124560
59026,59026
91793,91793
59028,59028
26263,26263
59034,59034
59037,59037
59038,59038
124576,124576
26273,26273
59042,59042
26276,26276
26278,26278
124584,124584
124588,124588
124589,124589
59054,59054
59053,59053
124592,124592
26293,26293
59066,59066
124602,124602
91836,91836
26301,26301
124606,124606
124607,124607
124608,124608
59073,59073
91842,91842
59072,59072
26306,26306
26306,61525
59075,59075
124612,124612
59077,59077
91843,91843
59079,59079
91848,91848
124616,124616
59081,59081
26315,26315
124620,124620
91853,91853
91854,91854
59088,59088
59089,59089
59090,59090
91859,91859
124629,124629
59095,59095
26328,26328
124633,124633
91867,91867
26333,26333
91870,91870
91869,91869
124640,124640
124641,124641
26337,26337
91871,91871
59108,59108
124649,124649
124650,124650
26346,26346
59114,59114
124653,124653
91885,91885
26350,26350
26352,26352
26348,26348
91890,91890
91897,91897
59130,59130
26364,26364
91901,91901
59132,59132
91904,91904
91905,60032
91905,91905
91911,91911
124680,124680
59147,59147
91916,91916
59149,59149
91915,91915
59155,59155
26387,26387
26389,26389
124693,124693
91929,91929
26396,26396
59164,59164
124702,124702
91932,91932
124704,124704
124712,124712
59176,59176
124720,124720
26420,26420
124726,124726
91959,91959
91962,91962
124731,124731
59196,59196
91967,91967
26432,26432
26437,26437
124743,124743
26440,26440
91975,91975
26442,26442
59210,59210
59209,59209
59213,59213
59216,59216
26449,26449
91986,91986
59219,59219
26452,26452
26461,26461
124769,124769
59234,59234
92001,92001
124773,124773
59243,59243
92013,60032
92013,92013
26477,26477
26479,26479
92014,92014
124786,124786
92019,92019
26485,26485
26487,26487
59256,59256
92027,92027
26493,26493
26493,26569
92031,61525
92031,92031
92035,92035
26501,26501
26503,26503
26503,60032
124809,124809
59276,59276
124813,124813
124814,124814
124818,124818
59286,59286
59289,59289
92058,92058
92062,92062
59296,59296
59298,59298
92069,92069
59302,59302
26538,26538
59307,59307
59311,59311
124847,124847
124850,124850
26547,26547
26550,26550
92087,92087
26552,26552
26552,61525
92094,92094
92095,92095
26560,26560
124862,124862
26558,26558
124868,124868
26564,26564
26569,5552
26569,26569
26569,28205
26569,29087
26569,30438
26569,31636
26569,95354
26569,130155
124874,124874
92105,60032
92105,92105
92108,92108
26574,26574
59343,59343
59344,59344
124883,124883
26580,26580
26581,26581
59350,59350
26583,26583
124888,60032
124888,124888
92116,92116
59355,59355
59356,59356
59357,59357
26591,26591
124897,124897
124900,61525
124900,124900
26597,26597
59364,59364
26599,26599
26600,26600
124902,124902
92138,92138
92142,92142
124911,124911
92144,92144
59378,59378
26612,26612
124916,124916
26614,26614
92152,92152
92154,92154
59389,59389
92160,92160
59393,59393
59393,61525
92163,92163
26630,26630
26631,26631
92168,92168
92169,92169
59404,59404
92174,92174
59406,59406
92177,92177
59410,59410
92179,92179
26641,26641
59412,59412
26647,26647
92183,92183
59418,59418
124962,124962
124963,124963
92197,92197
59433,59433
26669,26669
59439,59439
124976,60032
124976,124976
59441,59441
26674,26674
26676,26676
92213,92213
124981,124981
124984,124984
92219,92219
124989,124989
92223,92223
92224,92224
59471,59471
26704,26704
26705,26705
92242,92242
125013,125013
92247,92247
59480,59480
26712,26712
125016,125016
92251,92251
125021,125021
59493,59493
59495,59495
26728,26728
92266,92266
125035,125035
26733,26733
92270,61525
92270,92270
125038,125038
26734,26734
92269,92269
125042,125042
125043,125043
92276,92276
59508,59508
26742,26742
26740,26740
92280,92280
26745,26745
59514,59514
59514,61525
125051,125051
26747,26747
92281,92281
59523,59523
125060,125060
59531,59531
92303,92303
26768,26768
26769,26769
59538,59538
59539,59539
92308,92308
92304,92304
59543,59543
125081,125081
125082,61525
125082,125082
92315,92315
59548,59548
92321,92321
26785,26785
26786,26786
92327,61525
92327,92327
26796,26796
59566,59566
59568,59568
125109,125109
125110,125110
26805,26805
92344,92344
125113,125113
26810,26810
59579,59579
